# Game texture -> path inside a Minecraft resource pack.
# Mapping data from https://github.com/Kooostia16/mc_to_mineclonia
# by kooostia16, dedicated to the public domain under CC0 1.0.
# Extended by hand; see docs/materials.md.
#
# A pack is the player's own. Goanna reads it in place and never
# writes a converted copy: most Minecraft packs are under ordinary
# copyright, and converting one for yourself is not redistributing it.
# Game: mineclonia
game_texture,pack_path
default_tool_stonepick.png,item/stone_pickaxe.png
default_tool_stoneshovel.png,item/stone_shovel.png
default_tool_stonesword.png,item/stone_sword.png
default_tool_woodaxe.png,item/wooden_axe.png
default_tool_woodpick.png,item/wooden_pickaxe.png
default_tool_woodshovel.png,item/wooden_shovel.png
default_tool_woodsword.png,item/wooden_sword.png
default_tree.png,block/oak_log.png
default_tree_top.png,block/oak_log_top.png
default_wood.png,block/oak_planks.png
dune_leggings.png,trims/entity/humanoid_leggings/dune.png
extra_mobs_dolphin.png,entity/dolphin.png
extra_mobs_glow_squid.png,entity/squid/glow_squid.png
extra_mobs_piglin.png,entity/shield/piglin.png
extra_mobs_piglin_brute.png,entity/piglin/piglin_brute.png
extra_mobs_strider.png,entity/strider/strider.png
extra_mobs_strider_cold.png,entity/strider/strider_cold.png
extra_mobs_tropical_fish_a.png,entity/fish/tropical_a.png
extra_mobs_tropical_fish_pattern_a_2.png,entity/fish/tropical_a_pattern_2.png
extra_mobs_tropical_fish_pattern_a_3.png,entity/fish/tropical_a_pattern_3.png
extra_mobs_tropical_fish_pattern_a_4.png,entity/fish/tropical_a_pattern_4.png
extra_mobs_tropical_fish_pattern_a_5.png,entity/fish/tropical_a_pattern_5.png
extra_mobs_tropical_fish_pattern_a_6.png,entity/fish/tropical_a_pattern_6.png
extra_mobs_tropical_fish_pattern_b_1.png,entity/fish/tropical_b_pattern_1.png
extra_mobs_tropical_fish_pattern_b_2.png,entity/fish/tropical_b_pattern_2.png
extra_mobs_tropical_fish_pattern_b_3.png,entity/fish/tropical_b_pattern_3.png
extra_mobs_tropical_fish_pattern_b_6.png,entity/fish/tropical_b_pattern_6.png
extra_mobs_zoglin.png,entity/hoglin/zoglin.png
extra_mobs_zombified_piglin.png,entity/piglin/zombified_piglin.png
eye_leggings.png,trims/entity/humanoid_leggings/eye.png
farming_bread.png,item/bread.png
farming_carrot.png,item/carrot.png
farming_carrot_1.png,block/carrots_stage0.png
farming_carrot_2.png,block/carrots_stage1.png
farming_carrot_3.png,block/carrots_stage2.png
farming_carrot_4.png,block/carrots_stage3.png
farming_carrot_gold.png,item/golden_carrot.png
farming_cookie.png,item/cookie.png
farming_melon_side.png,block/melon_side.png
farming_melon_top.png,block/melon_top.png
farming_potato.png,item/potato.png
farming_potato_baked.png,item/baked_potato.png
farming_potato_poison.png,item/poisonous_potato.png
farming_pumpkin_face.png,block/carved_pumpkin.png
farming_pumpkin_face_light.png,block/carved_pumpkin.png
farming_pumpkin_side.png,block/pumpkin_side.png
farming_pumpkin_top.png,block/pumpkin_top.png
farming_tool_diamondhoe.png,item/diamond_hoe.png
farming_tool_goldhoe.png,item/golden_hoe.png
farming_tool_netheritehoe.png,item/netherite_hoe.png
farming_tool_steelhoe.png,item/iron_hoe.png
farming_tool_stonehoe.png,item/stone_hoe.png
farming_tool_woodhoe.png,item/wooden_hoe.png
flow_leggings.png,trims/entity/humanoid_leggings/flow.png
flowers_dandelion_yellow.png,block/dandelion.png
flowers_tulip.png,block/orange_tulip.png
flowers_waterlily.png,block/lily_pad.png
mcl_amethyst_amethyst_block.png,block/amethyst_block.png
mcl_amethyst_amethyst_bud_large.png,block/large_amethyst_bud.png
mcl_amethyst_amethyst_bud_medium.png,block/medium_amethyst_bud.png
mcl_amethyst_amethyst_bud_small.png,block/small_amethyst_bud.png
mcl_amethyst_amethyst_cluster.png,block/amethyst_cluster.png
mcl_amethyst_amethyst_shard.png,item/amethyst_shard.png
mcl_amethyst_budding_amethyst.png,block/budding_amethyst.png
mcl_amethyst_calcite_block.png,block/calcite.png
mcl_armor_inv_boots_chain.png,item/chainmail_boots.png
mcl_armor_inv_boots_diamond.png,item/diamond_boots.png
mcl_armor_inv_boots_gold.png,item/golden_boots.png
mcl_armor_inv_boots_iron.png,item/iron_boots.png
mcl_armor_inv_boots_netherite.png,item/netherite_boots.png
mcl_armor_inv_chestplate_chain.png,item/chainmail_chestplate.png
mcl_armor_inv_chestplate_diamond.png,item/diamond_chestplate.png
mcl_armor_inv_chestplate_gold.png,item/golden_chestplate.png
mcl_armor_inv_chestplate_iron.png,item/iron_chestplate.png
mcl_armor_inv_chestplate_netherite.png,item/netherite_chestplate.png
mcl_armor_inv_elytra.png,item/elytra.png
mcl_armor_inv_helmet_chain.png,item/chainmail_helmet.png
mcl_armor_inv_helmet_diamond.png,item/diamond_helmet.png
mcl_armor_inv_helmet_gold.png,item/golden_helmet.png
mcl_armor_inv_helmet_iron.png,item/iron_helmet.png
mcl_armor_inv_helmet_netherite.png,item/netherite_helmet.png
mcl_armor_inv_leggings_chain.png,item/chainmail_leggings.png
mcl_armor_inv_leggings_diamond.png,item/diamond_leggings.png
mcl_armor_inv_leggings_gold.png,item/golden_leggings.png
mcl_armor_inv_leggings_iron.png,item/iron_leggings.png
mcl_armor_inv_leggings_netherite.png,item/netherite_leggings.png
mcl_armor_leggings_chain.png,entity/equipment/humanoid_leggings/chainmail.png
mcl_armor_leggings_diamond.png,entity/equipment/humanoid_leggings/diamond.png
mcl_armor_leggings_gold.png,entity/equipment/humanoid_leggings/gold.png
mcl_armor_leggings_iron.png,entity/equipment/humanoid_leggings/iron.png
mcl_armor_leggings_netherite.png,entity/equipment/humanoid_leggings/netherite.png
mcl_chests_ender.png,entity/chest/ender.png
mcl_chests_normal.png,entity/chest/normal.png
mcl_chests_normal_double.png,entity/chest/normal_double.png
mcl_chests_normal_double_present.png,entity/chest/christmas_double.png
mcl_chests_normal_present.png,entity/chest/christmas.png
mcl_chests_trapped.png,entity/chest/trapped.png
mcl_chests_trapped_double.png,entity/chest/trapped_double.png
mcl_chests_trapped_double_present.png,entity/chest/christmas_double.png
mcl_core_andesite.png,block/andesite.png
mcl_core_andesite_smooth.png,block/polished_andesite.png
mcl_core_apple_golden.png,item/golden_apple.png
mcl_core_barrier.png,item/barrier.png
mcl_core_bedrock.png,block/bedrock.png
mcl_core_bone_block_side.png,block/bone_block_side.png
mcl_core_bone_block_top.png,block/bone_block_top.png
mcl_core_bowl.png,item/bowl.png
mcl_core_cactus_bottom.png,block/cactus_bottom.png
mcl_core_cactus_side.png,block/cactus_side.png
mcl_core_cactus_top.png,block/cactus_top.png
mcl_core_charcoal.png,item/charcoal.png
mcl_core_coal_ore.png,block/coal_ore.png
mcl_core_coarse_dirt.png,block/coarse_dirt.png
mcl_core_crying_obsidian.png,block/crying_obsidian.png
mcl_core_diamond_ore.png,block/diamond_ore.png
mcl_core_diorite.png,block/diorite.png
mcl_core_diorite_smooth.png,block/polished_diorite.png
mcl_core_dirt_podzol_side.png,block/podzol_side.png
mcl_core_dirt_podzol_top.png,block/podzol_top.png
mcl_core_emerald_block.png,block/emerald_block.png
mcl_core_emerald_ore.png,block/emerald_ore.png
mcl_core_frosted_ice_0.png,block/frosted_ice_0.png
mcl_core_frosted_ice_1.png,block/frosted_ice_1.png
mcl_core_frosted_ice_2.png,block/frosted_ice_2.png
mcl_core_frosted_ice_3.png,block/frosted_ice_3.png
mcl_core_glass_blue_detail.png,block/blue_stained_glass.png
mcl_core_glass_cyan_detail.png,block/cyan_stained_glass.png
mcl_core_glass_green.png,block/lime_stained_glass.png
mcl_core_glass_light_blue.png,block/light_blue_stained_glass.png
mcl_core_glass_light_blue_detail.png,block/light_blue_stained_glass.png
mcl_core_glass_lime.png,block/lime_stained_glass.png
mcl_core_glass_pink_detail.png,block/pink_stained_glass.png
mcl_core_glass_purple.png,block/purple_stained_glass.png
mcl_core_glass_red.png,block/red_stained_glass.png
mcl_core_glow_lichen.png,block/glow_lichen.png
mcl_core_gold_nugget.png,item/gold_nugget.png
mcl_core_gold_ore.png,block/gold_ore.png
mcl_core_granite.png,block/granite.png
mcl_core_granite_smooth.png,block/polished_granite.png
mcl_core_grass_block_side_overlay.png,block/grass_block_side_overlay.png
mcl_core_grass_block_top.png,block/grass_block_top.png
mcl_core_grass_path_side.png,block/dirt_path_side.png
mcl_core_grass_path_top.png,block/dirt_path_top.png
mcl_core_grass_side_snowed.png,block/grass_block_side_overlay.png
mcl_core_ice_blue.png,block/blue_ice.png
mcl_core_iron_nugget.png,item/iron_nugget.png
mcl_core_iron_ore.png,block/iron_ore.png
mcl_core_lapis.png,item/lapis_lazuli.png
mcl_core_lapis_block.png,block/lapis_block.png
mcl_core_lapis_ore.png,block/lapis_ore.png
mcl_core_leaves_big_oak.png,block/oak_leaves.png
mcl_core_leaves_birch.png,block/birch_leaves.png
mcl_core_leaves_spruce.png,block/spruce_leaves.png
mcl_core_light_0.png,item/light_00.png
mcl_core_light_1.png,item/light_01.png
mcl_core_light_10.png,item/light_10.png
mcl_core_light_11.png,item/light_11.png
mcl_core_light_12.png,item/light_12.png
mcl_core_light_13.png,item/light_13.png
mcl_core_light_14.png,item/light_14.png
mcl_core_light_2.png,item/light_02.png
mcl_core_light_3.png,item/light_03.png
mcl_core_light_4.png,item/light_04.png
mcl_core_light_5.png,item/light_05.png
mcl_core_light_6.png,item/light_06.png
mcl_core_light_7.png,item/light_07.png
mcl_core_light_8.png,item/light_08.png
mcl_core_light_9.png,item/light_09.png
mcl_core_log_big_oak.png,block/oak_log.png
mcl_core_log_big_oak_top.png,block/oak_log_top.png
mcl_core_log_birch.png,block/birch_log.png
mcl_core_log_birch_top.png,block/birch_log_top.png
mcl_core_log_spruce.png,block/spruce_log.png
mcl_core_log_spruce_top.png,block/spruce_log_top.png
mcl_core_mycelium_side.png,block/mycelium_side.png
mcl_core_mycelium_top.png,block/mycelium_top.png
mcl_core_papyrus.png,block/sugar_cane.png
mcl_core_planks_big_oak.png,block/oak_planks.png
mcl_core_planks_birch.png,block/birch_planks.png
mcl_core_planks_spruce.png,block/spruce_planks.png
mcl_core_red_sand.png,block/red_sand.png
mcl_core_red_sandstone_bottom.png,block/red_sandstone_bottom.png
mcl_core_red_sandstone_carved.png,block/chiseled_red_sandstone.png
mcl_core_red_sandstone_normal.png,block/red_sandstone.png
mcl_core_red_sandstone_top.png,block/red_sandstone_top.png
mcl_core_redstone_ore.png,block/redstone_ore.png
mcl_core_reeds.png,item/sugar_cane.png
mcl_core_sandstone_bottom.png,block/sandstone_bottom.png
mcl_core_sandstone_carved.png,block/chiseled_sandstone.png
mcl_core_sandstone_normal.png,block/sandstone.png
mcl_core_sandstone_smooth.png,block/cut_sandstone.png
mcl_core_sandstone_top.png,block/sandstone_top.png
mcl_core_sapling_big_oak.png,block/oak_sapling.png
mcl_core_sapling_birch.png,block/birch_sapling.png
mcl_core_sapling_spruce.png,block/spruce_sapling.png
mcl_core_slime.png,entity/slime/slime.png
mcl_core_stonebrick_carved.png,block/chiseled_stone_bricks.png
mcl_core_stonebrick_cracked.png,block/cracked_stone_bricks.png
mcl_core_stonebrick_mossy.png,block/mossy_stone_bricks.png
mcl_core_stripped_acacia_side.png,block/stripped_acacia_log.png
mcl_core_stripped_acacia_top.png,block/stripped_acacia_log_top.png
mcl_core_stripped_birch_side.png,block/stripped_birch_log.png
mcl_core_stripped_birch_top.png,block/stripped_birch_log_top.png
mcl_core_stripped_dark_oak_side.png,block/stripped_dark_oak_log.png
mcl_core_stripped_dark_oak_top.png,block/stripped_dark_oak_log_top.png
mcl_core_stripped_jungle_side.png,block/stripped_jungle_log.png
mcl_core_stripped_jungle_top.png,block/stripped_jungle_log_top.png
mcl_core_stripped_oak_side.png,block/stripped_oak_log.png
mcl_core_stripped_oak_top.png,block/stripped_oak_log_top.png
mcl_core_stripped_spruce_side.png,block/stripped_spruce_log.png
mcl_core_stripped_spruce_top.png,block/stripped_spruce_log_top.png
mcl_core_sugar.png,item/sugar.png
mcl_core_void.png,painting/void.png
mcl_core_web.png,block/cobweb.png
mcl_dirt_grass_shadow.png,block/grass_block_side_overlay.png
mcl_farming_beetroot.png,item/beetroot.png
mcl_farming_beetroot_0.png,block/beetroots_stage0.png
mcl_farming_beetroot_1.png,block/beetroots_stage1.png
mcl_farming_beetroot_2.png,block/beetroots_stage2.png
mcl_farming_beetroot_3.png,block/beetroots_stage3.png
mcl_farming_beetroot_seeds.png,item/beetroot_seeds.png
mcl_farming_beetroot_soup.png,item/beetroot_soup.png
mcl_farming_farmland_dry.png,block/farmland.png
mcl_farming_farmland_wet.png,block/farmland_moist.png
mcl_farming_hayblock_side.png,block/hay_block_side.png
mcl_farming_hayblock_top.png,block/hay_block_top.png
mcl_farming_melon_seeds.png,item/melon_seeds.png
mcl_farming_melon_stem_connected.png,block/attached_melon_stem.png
mcl_farming_melon_stem_disconnected.png,block/melon_stem.png
mcl_farming_potatoes_stage_0.png,block/potatoes_stage0.png
mcl_farming_potatoes_stage_1.png,block/potatoes_stage1.png
mcl_farming_potatoes_stage_2.png,block/potatoes_stage2.png
mcl_farming_potatoes_stage_3.png,block/potatoes_stage3.png
mcl_farming_pumpkin_face.png,block/carved_pumpkin.png
mcl_farming_pumpkin_pie.png,item/pumpkin_pie.png
mcl_farming_pumpkin_seeds.png,item/pumpkin_seeds.png
mcl_farming_pumpkin_stem_connected.png,block/attached_pumpkin_stem.png
mcl_farming_pumpkin_stem_disconnected.png,block/pumpkin_stem.png
mcl_farming_sweet_berry.png,item/sweet_berries.png
mcl_farming_sweet_berry_bush_0.png,block/sweet_berry_bush_stage0.png
mcl_farming_sweet_berry_bush_1.png,block/sweet_berry_bush_stage1.png
mcl_farming_sweet_berry_bush_2.png,block/sweet_berry_bush_stage2.png
mcl_farming_sweet_berry_bush_3.png,block/sweet_berry_bush_stage3.png
mcl_farming_wheat_seeds.png,item/wheat_seeds.png
mcl_farming_wheat_stage_0.png,block/wheat_stage0.png
mcl_farming_wheat_stage_1.png,block/wheat_stage1.png
mcl_farming_wheat_stage_2.png,block/wheat_stage2.png
mcl_farming_wheat_stage_3.png,block/wheat_stage3.png
mcl_farming_wheat_stage_4.png,block/wheat_stage4.png
mcl_farming_wheat_stage_5.png,block/wheat_stage5.png
mcl_farming_wheat_stage_6.png,block/wheat_stage6.png
mcl_farming_wheat_stage_7.png,block/wheat_stage7.png
mcl_fences_fence_acacia.png,block/acacia_planks.png
mcl_fences_fence_big_oak.png,block/oak_planks.png
mcl_fences_fence_birch.png,block/birch_planks.png
mcl_fences_fence_gate_acacia.png,block/acacia_planks.png
mcl_fences_fence_gate_big_oak.png,block/oak_planks.png
mcl_fences_fence_gate_birch.png,block/birch_planks.png
mcl_fences_fence_gate_jungle.png,block/jungle_planks.png
mcl_fences_fence_gate_oak.png,block/oak_planks.png
mcl_fences_fence_gate_spruce.png,block/spruce_planks.png
mcl_fences_fence_jungle.png,block/jungle_planks.png
mcl_fences_fence_nether_brick.png,block/nether_bricks.png
mcl_fences_fence_oak.png,block/oak_planks.png
mcl_fences_fence_spruce.png,block/spruce_planks.png
mcl_fishing_bobber.png,entity/fishing_hook.png
mcl_fishing_clownfish_raw.png,item/tropical_fish.png
mcl_fishing_fish_cooked.png,item/cooked_cod.png
mcl_fishing_fish_raw.png,item/cod.png
mcl_fishing_fishing_rod.png,item/fishing_rod.png
mcl_fishing_pufferfish_raw.png,item/pufferfish.png
mcl_fishing_salmon_cooked.png,item/cooked_salmon.png
mcl_fishing_salmon_raw.png,item/salmon.png
mcl_flowerpots_flowerpot_inventory.png,item/flower_pot.png
mcl_flowers_allium.png,block/allium.png
mcl_flowers_azure_bluet.png,block/azure_bluet.png
mcl_flowers_blue_orchid.png,block/blue_orchid.png
mcl_flowers_bush.png,block/bush.png
mcl_flowers_cornflower.png,block/cornflower.png
mcl_flowers_double_plant_fern_bottom.png,block/large_fern_bottom.png
mcl_flowers_double_plant_fern_top.png,block/large_fern_top.png
mcl_flowers_double_plant_grass_bottom.png,block/tall_grass_bottom.png
mcl_flowers_double_plant_grass_top.png,block/tall_grass_top.png
mcl_flowers_double_plant_paeonia_bottom.png,block/peony_bottom.png
mcl_flowers_double_plant_paeonia_top.png,block/peony_top.png
mcl_flowers_double_plant_rose_bottom.png,block/rose_bush_bottom.png
mcl_flowers_double_plant_rose_top.png,block/rose_bush_top.png
mcl_flowers_double_plant_sunflower_back.png,block/sunflower_back.png
mcl_flowers_double_plant_sunflower_bottom.png,block/sunflower_bottom.png
mcl_flowers_double_plant_sunflower_front.png,block/sunflower_front.png
mcl_flowers_double_plant_sunflower_top.png,block/sunflower_top.png
mcl_flowers_double_plant_syringa_bottom.png,block/lilac_bottom.png
mcl_flowers_double_plant_syringa_top.png,block/lilac_top.png
mcl_flowers_fern.png,block/fern.png
mcl_flowers_firefly_bush.png,block/firefly_bush.png
mcl_flowers_firefly_bush_inv.png,block/firefly_bush.png
mcl_flowers_leaf_litter.png,block/leaf_litter.png
mcl_flowers_lily_of_the_valley.png,block/lily_of_the_valley.png
mcl_flowers_oxeye_daisy.png,block/oxeye_daisy.png
mcl_flowers_poppy.png,block/poppy.png
mcl_flowers_short_dry_grass.png,block/short_dry_grass.png
mcl_flowers_tall_dry_grass.png,block/tall_dry_grass.png
mcl_flowers_tallgrass.png,block/short_grass.png
mcl_flowers_tulip_pink.png,block/pink_tulip.png
mcl_flowers_tulip_red.png,block/red_tulip.png
mcl_flowers_tulip_white.png,block/white_tulip.png
mcl_flowers_wildflower.png,block/wildflowers.png
mcl_flowers_wildflower_stem.png,block/wildflowers_stem.png
mcl_flowers_wither_rose.png,block/wither_rose.png
mcl_moon_moon_phases.png,environment/moon_phases.png
mcl_pale_oak_chiseled_resin_bricks.png,block/chiseled_resin_bricks.png
mcl_pale_oak_door_bottom.png,block/pale_oak_door_bottom.png
mcl_pale_oak_door_item.png,item/pale_oak_door.png
mcl_pale_oak_door_top.png,block/pale_oak_door_top.png
mcl_pale_oak_eyeblossom_open.png,block/open_eyeblossom.png
mcl_pale_oak_hanging_moss.png,block/pale_hanging_moss.png
mcl_pale_oak_hanging_moss_tip.png,block/pale_hanging_moss_tip.png
mcl_pale_oak_leaves.png,block/pale_oak_leaves.png
mcl_pale_oak_log.png,block/pale_oak_log.png
mcl_pale_oak_log_top.png,block/pale_oak_log_top.png
mcl_pale_oak_planks.png,block/pale_oak_planks.png
mcl_pale_oak_trapdoor.png,block/pale_oak_trapdoor.png
mcl_potions_dragon_breath.png,item/dragon_breath.png
mcl_potions_effect_dolphin_grace.png,mob_effect/dolphins_grace.png
mcl_potions_effect_invisible.png,mob_effect/invisibility.png
mcl_potions_effect_night_vision.png,mob_effect/night_vision.png
mcl_potions_effect_regenerating.png,mob_effect/regeneration.png
mcl_potions_effect_trial_omen.png,mob_effect/trial_omen.png
mcl_potions_effect_water_breathing.png,mob_effect/water_breathing.png
mcl_potions_effect_weaving.png,mob_effect/weaving.png
mcl_potions_effect_wind_charged.png,mob_effect/wind_charged.png
mcl_potions_lingering_bottle.png,item/lingering_potion.png
mcl_potions_melon_speckled.png,item/glistering_melon_slice.png
mcl_potions_ominous_potion.png,item/ominous_bottle.png
mcl_potions_potion_bottle.png,item/potion.png
mcl_potions_potion_overlay.png,item/potion_overlay.png
mcl_potions_spider_eye_fermented.png,item/fermented_spider_eye.png
mcl_potions_splash_bottle.png,item/splash_potion.png
mcl_smithing_table_bottom.png,block/smithing_table_bottom.png
mcl_smithing_table_front.png,block/smithing_table_front.png
mcl_smithing_table_inventory_trim_bg.png,gui/sprites/container/slot/smithing_template_armor_trim.png
mcl_smithing_table_side.png,block/smithing_table_side.png
mcl_smithing_table_top.png,block/smithing_table_top.png
mcl_stairs_andesite_smooth_slab.png,block/polished_andesite.png
mcl_stairs_diorite_smooth_slab.png,block/polished_diorite.png
mcl_stripped_pale_oak_log_side.png,block/stripped_pale_oak_log.png
mcl_stripped_pale_oak_log_top.png,block/stripped_pale_oak_log_top.png
mcl_tools_mace.png,item/mace.png
mobs_chicken_egg.png,item/egg.png
mobs_mc_axolotl_black.png,entity/axolotl/axolotl_lucy.png
mobs_mc_axolotl_green.png,entity/axolotl/axolotl_wild.png
mobs_mc_axolotl_pink.png,entity/axolotl/axolotl_cyan.png
mobs_mc_axolotl_yellow.png,entity/axolotl/axolotl_gold.png
mobs_mc_cat_calico.png,entity/cat/calico.png
mobs_mc_cat_collar.png,entity/cat/cat_collar.png
mobs_mc_cat_jellie.png,entity/cat/jellie.png
mobs_mc_cat_persian.png,entity/cat/persian.png
mobs_mc_cat_siamese.png,entity/cat/siamese.png
mobs_mc_creeper.png,entity/creeper/creeper.png
mobs_mc_dragon.png,entity/enderdragon/dragon.png
mobs_mc_dragon_fireball.png,entity/enderdragon/dragon_fireball.png
mobs_mc_drowned.png,entity/zombie/drowned.png
mobs_mc_endermite.png,entity/endermite.png
mobs_mc_evoker.png,entity/illager/evoker.png
mobs_mc_evoker_fangs.png,entity/illager/evoker_fangs.png
mobs_mc_ghast_firing.png,entity/ghast/ghast_shooting.png
mobs_mc_guardian_elder.png,entity/guardian_elder.png
mobs_mc_horse_black.png,entity/horse/horse_black.png
mobs_mc_horse_markings_blackdots.png,entity/horse/horse_markings_blackdots.png
mobs_mc_horse_markings_white.png,entity/horse/horse_markings_white.png
mobs_mc_horse_markings_whitefield.png,entity/horse/horse_markings_whitefield.png
mobs_mc_horse_white.png,entity/horse/horse_white.png
mobs_mc_horse_zombie.png,entity/horse/horse_zombie.png
mobs_mc_husk.png,entity/zombie/husk.png
mobs_mc_illusionist.png,entity/illager/illusioner.png
mobs_mc_magmacube.png,entity/slime/magmacube.png
mobs_mc_mooshroom.png,entity/cow/red_mooshroom.png
mobs_mc_mule.png,entity/horse/mule.png
mobs_mc_mushroom_brown.png,block/brown_mushroom.png
mobs_mc_mushroom_red.png,block/red_mushroom.png
mobs_mc_parrot_green.png,entity/parrot/parrot_green.png
mobs_mc_parrot_grey.png,entity/parrot/parrot_grey.png
mobs_mc_parrot_red_blue.png,entity/parrot/parrot_red_blue.png
mobs_mc_parrot_yellow_blue.png,entity/parrot/parrot_yellow_blue.png
mobs_mc_pig.png,entity/pig/temperate_pig.png
mobs_mc_pig_saddle.png,entity/equipment/camel_husk_saddle/saddle.png
mobs_mc_pillager.png,entity/illager/pillager.png
mobs_mc_rabbit_caerbannog.png,entity/rabbit/caerbannog.png
mobs_mc_rabbit_white.png,item/rabbit.png
mobs_mc_ravager.png,entity/illager/ravager.png
mobs_mc_shulker_black.png,entity/shulker/shulker_black.png
mobs_mc_shulker_blue.png,entity/shulker/shulker_blue.png
mobs_mc_shulker_brown.png,entity/shulker/shulker_brown.png
mobs_mc_shulker_gray.png,entity/shulker/shulker_gray.png
mobs_mc_shulker_light_blue.png,entity/shulker/shulker_light_blue.png
mobs_mc_shulker_magenta.png,entity/shulker/shulker_magenta.png
mobs_mc_shulker_orange.png,entity/shulker/shulker_orange.png
mobs_mc_shulker_purple.png,entity/shulker/shulker_purple.png
mobs_mc_shulker_silver.png,entity/shulker/shulker_white.png
mobs_mc_shulker_yellow.png,entity/shulker/shulker_yellow.png
mobs_mc_silverfish.png,entity/silverfish.png
mobs_mc_skeleton.png,entity/skeleton/skeleton.png
mobs_mc_spider.png,entity/spider/spider.png
mobs_mc_squid.png,entity/squid/squid.png
mobs_mc_stray.png,entity/skeleton/stray.png
mobs_mc_stray_overlay.png,entity/skeleton/stray_overlay.png
mobs_mc_vex.png,entity/illager/vex.png
mobs_mc_villager.png,entity/villager/villager.png
mobs_mc_villager_wandering_trader.png,entity/wandering_trader.png
mobs_mc_witch.png,entity/witch.png
mobs_mc_wither.png,entity/wither/wither.png
mobs_mc_wither_armor.png,entity/wither/wither_armor.png
mobs_mc_wither_invulnerable.png,entity/wither/wither_invulnerable.png
mobs_mc_wither_skeleton.png,entity/skeleton/wither_skeleton.png
mobs_mc_wolf.png,entity/wolf/wolf.png
mobs_mc_wolf_ashen_angry.png,entity/wolf/wolf_ashen_angry.png
mobs_mc_wolf_ashen_tame.png,entity/wolf/wolf_ashen_tame.png
mobs_mc_wolf_black.png,entity/wolf/wolf_black.png
mobs_mc_wolf_black_angry.png,entity/wolf/wolf_black_angry.png
mobs_mc_wolf_black_tame.png,entity/wolf/wolf_black_tame.png
mobs_mc_wolf_chestnut_angry.png,entity/wolf/wolf_chestnut_angry.png
mobs_mc_wolf_chestnut_tame.png,entity/wolf/wolf_chestnut_tame.png
mobs_mc_wolf_collar.png,entity/wolf/wolf_collar.png
mobs_mc_wolf_rusty.png,entity/wolf/wolf_rusty.png
